g_name;population_size;number_of_edges;beta;innovators_perc;centrism;conformism;modularity;m_barabasi;p_rew_erdos;recommender;rewiring;s;max_time;misinformation;epsilon;n_experiments;mu;delta;time;converged;tot_rewiring;simulation_seed;opinion_seed;graph_seed;avg_op0;avg_opf;ndi0;ndif;stdv0;stdvf;clust0;clustf;BC0;BCf;neigh_corr0;neigh_corrf;num_peaks0;num_peaksf;rwc0;rwcf;strongly_cc0;strongly_ccf;propro;prono;nono;nopro;other
fortunato;400;5028;0.0;0.52;1.0;0.2;0.05;-777;-777;2,25;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;2011;134;132;133;0.49975970533764896;0.4922789079162584;0.3142591039808013;0.14369438200554763;115.46969299344309;115.46969299344309;0.3373353340214322;0.5508130969623811;0.5496675981980236;0.5913398128676411;0.143402810188167;0.2796177330847249;3;3;0.2781143637163537;0.4406230780347745;1;1;3041156;881;1376723;845;1580395
fortunato;400;4858;0.0;0.5225;1.0;0.2;0.05;-777;-777;2,25;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;1943;8;6;7;0.5089093060569375;0.543176014748502;0.3020612599825211;0.19992183238861228;115.46969299344309;115.46969299344309;0.3802305511965605;0.5785536462652423;0.49313828142307886;0.8215119874940691;0.08128656273443496;0.2746013011527604;2;2;0.29571670482862267;0.3363022520636287;1;1;3025283;363;1281328;324;1692702
fortunato;400;5227;0.0;0.4625;1.0;0.2;0.05;-777;-777;2,25;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;2090;122;120;121;0.48050908541548365;0.4860130690387521;0.2972063523896544;0.17851956198422844;115.46969299344309;115.46969299344309;0.40469606894620164;0.5928008072513467;0.5477389741810936;0.8797513382728926;0.07235871531599081;0.35447007764730004;1;3;0.3066659289749648;0.39237896797658556;1;1;2069374;349;2195082;352;1734843
fortunato;400;5082;0.0;0.4775;1.0;0.2;0.05;-777;-777;2,25;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;2032;62;60;61;0.4886608672777602;0.49935246036852426;0.2988403481680985;0.20566334981572132;115.46969299344309;115.46969299344309;0.4157814048518592;0.6236035783559739;0.5565100428758196;0.6877100246000295;0.10779565931443776;0.19202997732918037;3;2;0.29086963844595815;0.30710482135602657;1;1;1567276;304;2470899;301;1961220
fortunato;400;4540;0.0;0.525;1.0;0.2;0.05;-777;-777;2,25;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;1816;32;30;31;0.5058890513702101;0.4930790417262196;0.32326361116174335;0.18046016791419256;115.46969299344309;115.46969299344309;0.37112046821840794;0.565254276177047;0.5143815270540676;0.41265147959022896;0.010231010836551528;0.24842994988411551;3;4;0.31474303823935507;0.41370198185904816;1;1;1592636;520;2395762;702;2010380
fortunato;400;5352;0.0;0.5;1.0;0.2;0.05;-777;-777;2,25;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;2140;50;48;49;0.5103286863650986;0.503819104715165;0.3175638843902352;0.20013466761534882;115.46969299344309;115.46969299344309;0.3669864613882046;0.5672078403114479;0.5408326064118428;0.5905445326903325;0.1359779383293532;0.23244512873073156;2;3;0.2929609326961299;0.43806829552303816;1;1;1666214;639;2476275;647;1856225
fortunato;400;4950;0.0;0.52;1.0;0.2;0.05;-777;-777;2,25;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;1980;44;42;43;0.5227956915272965;0.5096115459471361;0.33455858323417836;0.1893583355589422;115.46969299344309;115.46969299344309;0.32128189104547383;0.525772379608077;0.5262054825719025;0.5974541890113986;0.09099624454834725;0.34115783802121;3;3;0.27496088211661607;0.41713160308586833;1;2;1892234;482;2306252;412;1800620
fortunato;400;4765;0.0;0.5225;1.0;0.2;0.05;-777;-777;2,25;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;1906;68;66;67;0.504945005038921;0.49978354443482703;0.31224424726170324;0.21782959444954994;115.46969299344309;115.46969299344309;0.36873180446403914;0.5571740060522685;0.5122868239155979;0.8210656411077916;0.08290943017655417;0.17922007387866182;3;2;0.305267429023436;0.35315893217584327;1;1;2318251;167;1730339;180;1951063
fortunato;400;5251;0.0;0.495;1.0;0.2;0.05;-777;-777;2,25;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;2100;56;54;55;0.47036915208047114;0.4694881708090559;0.3227523352228102;0.23154552543191137;115.46969299344309;115.46969299344309;0.2949104747989699;0.528254976893471;0.5527596174767917;0.8589491673227049;0.04221524448950571;0.15654880029013293;2;2;0.29160982948606323;0.36429296115009774;1;1;2158789;122;1876108;107;1964874
fortunato;400;5085;0.0;0.4575;1.0;0.2;0.05;-777;-777;2,25;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;2034;98;96;97;0.48977658482695463;0.4925872338017203;0.3403116171618348;0.24484029558590617;115.46969299344309;115.46969299344309;0.3835144314171959;0.5757443012029142;0.5752661290590605;0.8405738166385297;0.08942922681153713;0.04954470267397662;3;2;0.2765957094073612;0.2990577280926946;1;3;1367075;375;2696791;355;1935404
fortunato;400;5190;0.0;0.47;1.0;0.2;0.05;-777;-777;2,25;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;2076;128;126;127;0.4702348616930101;0.4860435416050123;0.3154528393658082;0.21013503928665966;115.46969299344309;115.46969299344309;0.3106314732275611;0.5497454350395994;0.5308944249673275;0.8612533256662696;0.012669453971750053;0.2772663304967634;2;3;0.3292070581126373;0.4532349425110841;1;1;1698570;260;2519436;267;1781467
fortunato;400;5618;0.0;0.495;1.0;0.2;0.05;-777;-777;2,25;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;2247;116;114;115;0.5187395309753354;0.5202419948900411;0.2879004733130235;0.15721661260082917;115.46969299344309;115.46969299344309;0.378449324360202;0.5919282972066494;0.5162983134141449;0.8479794790279531;0.1285775349143427;0.3559253293296788;2;2;0.31857027195323584;0.37722370696989854;1;1;1581793;312;2871093;391;1546411
fortunato;400;5098;0.0;0.51;1.0;0.2;0.05;-777;-777;2,25;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;2039;14;12;13;0.5169388360514402;0.521472615746881;0.3415912936258118;0.24256563769996062;115.46969299344309;115.46969299344309;0.315173238951381;0.5332045977095844;0.5535170950640105;0.9475141944541376;-0.035051812149669806;0.03663647000334342;4;2;0.2603763995890491;0.30452224193662497;1;1;2394694;230;1635784;219;1969073
fortunato;400;4884;0.0;0.4625;1.0;0.2;0.05;-777;-777;2,25;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;1953;74;72;73;0.4862614045096172;0.49425230170442447;0.31489022721073706;0.19590853314440235;115.46969299344309;115.46969299344309;0.362871522784639;0.5803610433918803;0.5496242414891077;0.8175095303439289;0.21300460262966212;0.3132970079710313;2;2;0.3467331810552567;0.4129004872007991;1;1;1806820;405;2382581;335;1809859
fortunato;400;5343;0.0;0.46;1.0;0.2;0.05;-777;-777;4,120;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;2137;92;90;91;0.492323947902131;0.47553382915668285;0.324167869273297;0.16234183049375583;115.46969299344309;115.46969299344309;0.4019369324064783;0.2513618901801253;0.5615916316765843;0.9614983656388528;0.04312550397316918;0.8008934327284235;2;2;0.28930920364679563;0.4745580409518373;1;1;1808339;177;2910970;169;1280345
fortunato;400;4882;0.0;0.505;1.0;0.2;0.05;-777;-777;4,120;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;1952;86;84;85;0.49222673653116644;0.4929700540476096;0.326475306640993;0.16733216640361911;115.46969299344309;115.46969299344309;0.33486236969065414;0.2117826342742971;0.5513966131204762;0.8636151772110583;0.1176177467090314;0.7963553233107226;2;2;0.27679593980819417;0.430127417940241;1;1;2632225;125;2015191;118;1352341
fortunato;400;4925;0.0;0.4875;1.0;0.2;0.05;-777;-777;4,120;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;1970;140;138;139;0.48484743830278987;0.48593386675572214;0.3306136063355649;0.14585063547865101;115.46969299344309;115.46969299344309;0.44756881100652757;0.26271305850438065;0.5743319521945713;0.9111103545062131;0.10562733114094452;0.7868816014913238;3;3;0.2666151919036126;0.4580556803330002;1;1;2759730;367;1975630;413;1263860
fortunato;400;5156;0.0;0.495;1.0;0.2;0.05;-777;-777;4,120;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;2062;110;108;109;0.48454568760995964;0.48406819549504276;0.3361381511030999;0.16132706813699105;115.46969299344309;115.46969299344309;0.26896136991646813;0.17985136418186776;0.5945392341615668;0.8853550285269167;0.03463308225902016;0.8217461996728357;3;2;0.31264993389597073;0.48323095159427176;1;1;2388527;217;2293844;193;1317219
fortunato;400;5323;0.0;0.46;1.0;0.2;0.05;-777;-777;4,120;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;2129;2;0;1;0.46344510098346947;0.48113909447550457;0.32263360191294305;0.1382153634072717;115.46969299344309;115.46969299344309;0.35829844877269224;0.24701101509202708;0.5593048391033151;0.9045606438920097;0.10394798064423134;0.82273956607578;3;2;0.2981163576057955;0.5222827738971071;1;1;2898284;477;1873687;457;1227095
fortunato;400;4812;0.0;0.5275;1.0;0.2;0.05;-777;-777;4,120;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;1924;104;102;103;0.5372642989582725;0.5353105014640751;0.3043601512214203;0.13766224700992447;115.46969299344309;115.46969299344309;0.3564028989753285;0.21290736638672972;0.5518298834206291;0.6047161519643315;0.15660373012705356;0.8176185769261297;2;3;0.30733891350771875;0.5002064700784501;1;1;1915056;284;2787715;322;1296623
fortunato;400;5143;0.0;0.5;1.0;0.2;0.05;-777;-777;4,120;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;2057;26;24;25;0.4792162367214445;0.4774969538519887;0.3664836278389713;0.17022318615374726;115.46969299344309;115.46969299344309;0.3113754087034197;0.20690507642862951;0.5778246679817256;0.97882859326003;-0.05895062026924536;0.7839392235075051;2;2;0.2750735216143224;0.48769826279558254;1;1;2647636;296;2066363;322;1285383
fortunato;400;4950;0.0;0.52;1.0;0.2;0.05;-777;-777;4,120;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;1980;44;42;43;0.5227956915272965;0.499674834897722;0.33455858323417836;0.12402008155900808;115.46969299344309;115.46969299344309;0.32128189104547383;0.23008878942354893;0.5262054825719025;0.636281022456475;0.09099624454834725;0.8019388189521278;3;3;0.27496088211661607;0.46118173002027785;1;2;1584163;836;3190059;834;1224108
fortunato;400;4893;0.0;0.51;1.0;0.2;0.05;-777;-777;4,120;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;1957;80;78;79;0.5337771057497003;0.5392506115921362;0.3053894127516031;0.14019639313793833;115.46969299344309;115.46969299344309;0.3764172172532071;0.22566917151882812;0.5398236651998944;0.6441428850167276;0.03023556734750905;0.8049558293863011;2;3;0.2836724159725095;0.40736497936402793;1;1;2351241;89;2281365;77;1367228
fortunato;400;5110;0.0;0.4575;1.0;0.2;0.05;-777;-777;4,120;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;2044;38;36;37;0.4818344092076648;0.4906448885474599;0.3351333354024009;0.1566791964649311;115.46969299344309;115.46969299344309;0.40958553846671175;0.23751733916546083;0.5689134399016826;0.6534428061871256;0.07205942856104251;0.7915614984158268;3;3;0.289229923848348;0.48894295839804414;1;1;1950657;289;2637307;384;1411363
fortunato;400;5251;0.0;0.495;1.0;0.2;0.05;-777;-777;4,120;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;2100;56;54;55;0.47036915208047114;0.469748597057615;0.3227523352228102;0.16171642748944853;115.46969299344309;115.46969299344309;0.2949104747989699;0.20146857028641715;0.5527596174767917;0.9210431294738182;0.04221524448950571;0.7901222782747263;2;2;0.29160982948606323;0.4788850677061825;1;1;2427732;110;2184138;84;1387936
fortunato;400;4858;0.0;0.5225;1.0;0.2;0.05;-777;-777;4,120;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;1943;8;6;7;0.5089093060569375;0.5235554681913981;0.3020612599825211;0.11918605643506011;115.46969299344309;115.46969299344309;0.3802305511965605;0.23362580167423402;0.49313828142307886;0.6752295033517102;0.08128656273443496;0.832898817162159;2;3;0.29571670482862267;0.48129127166823416;1;1;3306296;353;1528545;327;1164479
fortunato;400;5082;0.0;0.4775;1.0;0.2;0.05;-777;-777;4,120;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;2032;62;60;61;0.4886608672777602;0.49973322581469226;0.2988403481680985;0.14035369851227797;115.46969299344309;115.46969299344309;0.4157814048518592;0.2558537778901912;0.5565100428758196;0.8506844104539978;0.10779565931443776;0.8229250983693326;3;2;0.29086963844595815;0.45339554505516466;1;1;1896016;277;2779627;304;1323776
fortunato;400;5210;0.0;0.505;1.0;0.2;0.05;-777;-777;4,120;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;2084;20;18;19;0.5168410571854942;0.50769628682674;0.3361062568147804;0.15327531866548577;115.46969299344309;115.46969299344309;0.32829316638184963;0.2066151275044758;0.56381353749197;0.9611484219889029;0.039331910262202896;0.8045570147223066;3;2;0.2960948590371234;0.4643636033443247;1;1;3110139;409;1660708;425;1228319
fortunato;400;4540;0.0;0.525;1.0;0.2;0.05;-777;-777;4,120;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;1816;32;30;31;0.5058890513702101;0.5001664165644673;0.32326361116174335;0.09455701639366851;115.46969299344309;115.46969299344309;0.37112046821840794;0.2855789250601438;0.5143815270540676;0.24520786539565806;0.010231010836551528;0.8278195864826307;3;3;0.31474303823935507;0.5515678123900374;1;1;4295664;3114;742579;3050;955593
fortunato;400;5085;0.0;0.4575;1.0;0.2;0.05;-777;-777;4,120;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;2034;98;96;97;0.48977658482695463;0.49100072382671683;0.3403116171618348;0.16213269160529778;115.46969299344309;115.46969299344309;0.3835144314171959;0.25285088950878226;0.5752661290590605;0.8305651217439977;0.08942922681153713;0.7907946433183543;3;2;0.2765957094073612;0.4833668600604024;1;1;1714776;402;2955011;392;1329419
fortunato;400;5028;0.0;0.52;1.0;0.2;0.05;-777;-777;4,120;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;2011;134;132;133;0.49975970533764896;0.49926221913572866;0.3142591039808013;0.11083827275504829;115.46969299344309;115.46969299344309;0.3373353340214322;0.24572154270838842;0.5496675981980236;0.8610667029139255;0.143402810188167;0.8304813869219778;3;3;0.2781143637163537;0.499843518296081;1;1;1166065;1048;3858859;916;973112
fortunato;400;5227;0.0;0.4625;1.0;0.2;0.05;-777;-777;4,120;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;2090;122;120;121;0.48050908541548365;0.47810028190790915;0.2972063523896544;0.12351461114179214;115.46969299344309;115.46969299344309;0.40469606894620164;0.25635448202531846;0.5477389741810936;0.9080789978456364;0.07235871531599081;0.8155261824561812;1;3;0.3066659289749648;0.5452050307621947;1;1;2345675;217;2467817;231;1186060
fortunato;400;5190;0.0;0.47;1.0;0.2;0.05;-777;-777;4,120;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;2076;128;126;127;0.4702348616930101;0.4852018535175958;0.3154528393658082;0.1374878498373041;115.46969299344309;115.46969299344309;0.3106314732275611;0.2438384581586649;0.5308944249673275;0.9239995350944927;0.012669453971750053;0.8133204579937661;2;2;0.3292070581126373;0.5887796537814607;1;1;2153017;255;2668139;327;1178262
fortunato;400;5098;0.0;0.51;1.0;0.2;0.05;-777;-777;4,120;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;2039;14;12;13;0.5169388360514402;0.5254381049452977;0.3415912936258118;0.16758461578957862;115.46969299344309;115.46969299344309;0.315173238951381;0.19477642874660625;0.5535170950640105;0.9793161296875459;-0.035051812149669806;0.7792208090921267;4;2;0.2603763995890491;0.4495354771034278;1;1;2693896;243;1922016;206;1383639
fortunato;400;5618;0.0;0.495;1.0;0.2;0.05;-777;-777;4,120;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;2247;116;114;115;0.5187395309753354;0.517784108710448;0.2879004733130235;0.11167545344390706;115.46969299344309;115.46969299344309;0.378449324360202;0.24722669726747742;0.5162983134141449;0.7977372516679015;0.1285775349143427;0.8359126145932565;2;3;0.31857027195323584;0.5294074382446871;1;1;1859266;254;3045865;360;1094255
fortunato;400;5352;0.0;0.5;1.0;0.2;0.05;-777;-777;4,120;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;2140;50;48;49;0.5103286863650986;0.512945273295882;0.3175638843902352;0.10792579915619796;115.46969299344309;115.46969299344309;0.3669864613882046;0.24889009651626315;0.5408326064118428;0.7244731937969646;0.1359779383293532;0.8370645152672748;2;3;0.2929609326961299;0.5805860914052616;1;1;1994962;852;2916498;841;1086847
fortunato;400;4884;0.0;0.4625;1.0;0.2;0.05;-777;-777;4,120;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;1953;74;72;73;0.4862614045096172;0.49954071456493215;0.31489022721073706;0.11852620143071531;115.46969299344309;115.46969299344309;0.362871522784639;0.2629156132076233;0.5496242414891077;0.8841042537903377;0.21300460262966212;0.809379706924063;2;2;0.3467331810552567;0.491502746182931;1;1;1285110;936;3660555;722;1052677
fortunato;400;4765;0.0;0.5225;1.0;0.2;0.05;-777;-777;4,120;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;1906;68;66;67;0.504945005038921;0.49206112682864606;0.31224424726170324;0.1476982636495589;115.46969299344309;115.46969299344309;0.36873180446403914;0.2463883079434519;0.5122868239155979;0.8106918463224879;0.08290943017655417;0.8075946565220538;3;2;0.305267429023436;0.4573019925040246;1;1;2746126;164;1917725;267;1335718
fortunato;400;4640;0.0;0.485;1.0;0.2;0.15000000000000002;-777;-777;2,25;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;1856;86;84;85;0.4808411027848922;0.47918080504247146;0.327047551336922;0.23871520479344427;115.46969299344309;115.46969299344309;0.2034971105042787;0.39617518659059686;0.5519301677803804;0.7535110465839662;0.07850825479427063;0.12036357407033973;2;3;0.28559727237959087;0.3161310038763997;1;1;2531611;240;1519129;243;1948777
fortunato;400;4999;0.0;0.4825;1.0;0.2;0.15000000000000002;-777;-777;2,25;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;1999;140;138;139;0.4890741708423515;0.4931128294050742;0.32685312729293065;0.22664117662437935;115.46969299344309;115.46969299344309;0.25231999834230573;0.4534618270060151;0.5809122920164179;0.8978093299415834;0.1429728119168227;0.2186785337588582;2;2;0.2927488471579146;0.3184325315265157;1;1;1764696;140;2431331;118;1803715
fortunato;400;5069;0.0;0.5025;1.0;0.2;0.15000000000000002;-777;-777;2,25;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;2027;110;108;109;0.501966513068535;0.5178690576464899;0.3044335020986914;0.18862661629696648;115.46969299344309;115.46969299344309;0.17389504058559294;0.38207069074504346;0.5594691528409698;0.6711061380473006;0.019314062524191364;0.1702697176886877;2;3;0.289084187228114;0.41449538145363746;1;1;1366536;444;2841353;381;1791286
fortunato;400;5093;0.0;0.525;1.0;0.2;0.15000000000000002;-777;-777;2,25;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;2037;2;0;1;0.48786917163360743;0.4975822868747285;0.3114981314491092;0.18810552577200404;115.46969299344309;115.46969299344309;0.15393962557522653;0.38024281895646667;0.5101847079046155;0.7569434493244483;0.1221465935335582;0.21726454852070107;2;3;0.2980113361761919;0.4127966428364119;1;1;3278628;339;1061453;321;1659259
fortunato;400;5385;0.0;0.4725;1.0;0.2;0.15000000000000002;-777;-777;2,25;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;2154;92;90;91;0.49013338940735;0.4803186489111853;0.32164886456852015;0.01945552032824577;115.46969299344309;115.46969299344309;0.25229082148260945;0.45922611445794553;0.5481402690852482;0.7857716700664471;0.07664264073099873;0.23843219553263967;3;3;0.3197992755318484;0.3912627892142256;1;1;133497;2705;5625967;2968;234863
fortunato;400;4904;0.0;0.505;1.0;0.2;0.15000000000000002;-777;-777;2,25;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;1961;104;102;103;0.5223483857917953;0.5208372729938889;0.30864828998014376;0.1884634645808903;115.46969299344309;115.46969299344309;0.2221531524525502;0.4172367461188231;0.5412431026009665;0.8265442920909626;0.06714907269238139;0.27636517905090385;2;3;0.2884625238047945;0.3761354938869548;1;1;2325721;219;1916104;188;1757768
fortunato;400;4617;0.0;0.4775;1.0;0.2;0.15000000000000002;-777;-777;2,25;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;1846;56;54;55;0.47179820150595814;0.46824315717065973;0.3007286541732994;0.20952080287075564;115.46969299344309;115.46969299344309;0.2071183442399197;0.41370935088151806;0.5302516092690122;0.6982917400694127;0.0826557000517766;0.18122118902177614;2;3;0.2826109335142374;0.35036053247848;1;1;1973602;167;2083074;155;1943002
fortunato;400;5036;0.0;0.495;1.0;0.2;0.15000000000000002;-777;-777;2,25;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;2014;8;6;7;0.49954620593892857;0.5015093836061618;0.3144193869297041;0.16730314618264533;115.46969299344309;115.46969299344309;0.2588925954337684;0.43712508553905666;0.5409038228118267;0.7438296004369376;0.1414908007060816;0.22637866975586823;2;3;0.2855765551114531;0.3441545986449664;1;1;1578416;758;2711349;797;1708680
fortunato;400;5019;0.0;0.4775;1.0;0.2;0.15000000000000002;-777;-777;2,25;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;2007;44;42;43;0.49666394916114615;0.501167360127261;0.3312880917939472;0.23352514227488902;115.46969299344309;115.46969299344309;0.19031891642180146;0.3974218325716087;0.5746752043823395;0.8862413072949054;0.19203610953248196;0.22365908599018225;2;2;0.2971323982779688;0.34632565672936155;1;1;1507995;152;2691944;139;1799770
fortunato;400;5445;0.0;0.5075;1.0;0.2;0.15000000000000002;-777;-777;2,25;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;2178;26;24;25;0.4842616492680035;0.48902881245124064;0.35572009776866886;0.24105404257109125;115.46969299344309;115.46969299344309;0.281919931212142;0.5012126914449655;0.5699824963189938;0.9536223868731486;0.04464577244210289;0.010378584357891359;2;2;0.3347160064186275;0.4001688567266298;1;1;3072479;277;1113762;283;1813199
fortunato;400;4626;0.0;0.5325;1.0;0.2;0.15000000000000002;-777;-777;2,25;0.4;2;5000;0;-777;-777;0.2;0.2;5000;-777;1850;32;30;31;0.5048252918020046;0.5042034452615588;0.3241258765891097;0.19162919972095643;115.46969299344309;115.46969299344309;0.2078598580991776;0.40738420591970476;0.5294326077361087;0.9475247800862412;0.011461419624016856;0.17095260506614268;2;2;0.29388337570295237;0.34340262271878913;1;1;3449314;637;970990;572;1578487
